"Reference code","Product ID","Product name","Product Combinations ID","Associated categories Ids","Quantity","Pre-tax retail price","Combinations Impact on price (pre-tax)"
"A17063-WLS1701NC02A","1064","Mia Turtleneck ""Depth""","2868","56;285","1","149.00","0.00"
"A17063-WLS1701NC02A","1064","Mia Turtleneck ""Depth""","2869","56;285","0","149.00","0.00"
"A17063-WLS1701NC02A","1064","Mia Turtleneck ""Depth""","2870","56;285","1","149.00","0.00"
"A17063-WLS1701NC02A","1064","Mia Turtleneck ""Depth""","2871","56;285","0","149.00","0.00"
"A17063-WLS1701NC02A","1064","Mia Turtleneck ""Depth""","2872","56;285","0","149.00","0.00"
"A16058-WLS1701NC04A","1065","Mia Turtleneck ""Silent Seekers""","3262","56;285","0","149.00","0.00"
"A16058-WLS1701NC04A","1065","Mia Turtleneck ""Silent Seekers""","3263","56;285","1","149.00","0.00"
"A16058-WLS1701NC04A","1065","Mia Turtleneck ""Silent Seekers""","3264","56;285","1","149.00","0.00"
"A16058-WLS1701NC04A","1065","Mia Turtleneck ""Silent Seekers""","3265","56;285","1","149.00","0.00"
"A16058-WLS1701NC04A","1065","Mia Turtleneck ""Silent Seekers""","3266","56;285","1","149.00","0.00"
"A13041-WSS0701NC0EB","1066","Yoko Cape Tunic ""Lapinx""","3212","56;261","0","139.00","0.00"
"A13041-WSS0701NC0EB","1066","Yoko Cape Tunic ""Lapinx""","3213","56;261","0","139.00","0.00"
"A13041-WSS0701NC0EB","1066","Yoko Cape Tunic ""Lapinx""","3214","56;261","1","139.00","0.00"
"A13041-WSS0701NC0EB","1066","Yoko Cape Tunic ""Lapinx""","3215","56;261","1","139.00","0.00"
"A13041-WSS0701NC0EB","1066","Yoko Cape Tunic ""Lapinx""","3216","56;261","1","139.00","0.00"
"W13023-WNS0801NC0IB","2408","Kaplan Tank ""Wisdom Keepers""","6663","2;56;281","1","129.00","0.00"
"W13023-WNS0801NC0IB","2408","Kaplan Tank ""Wisdom Keepers""","6664","2;56;281","1","129.00","0.00"
"W13023-WNS0801NC0IB","2408","Kaplan Tank ""Wisdom Keepers""","6665","2;56;281","1","129.00","0.00"
"W13023-WNS0801NC0IB","2408","Kaplan Tank ""Wisdom Keepers""","6666","2;56;281","0","129.00","0.00"
"W13023-WNS0801NC0IB","2408","Kaplan Tank ""Wisdom Keepers""","6667","2;56;281","1","129.00","0.00"
"A17064-WDR4101NC03A","2910","Michelle II Dress ""M'Otter Love""","6855","2;56;258","1","149.00","0.00"
"A17064-WDR4101NC03A","2910","Michelle II Dress ""M'Otter Love""","6856","2;56;258","1","149.00","0.00"
"A17064-WDR4101NC03A","2910","Michelle II Dress ""M'Otter Love""","6857","2;56;258","1","149.00","0.00"
"A17064-WDR4101NC03A","2910","Michelle II Dress ""M'Otter Love""","6858","2;56;258","1","149.00","0.00"
"A17064-WDR4101NC03A","2910","Michelle II Dress ""M'Otter Love""","6859","2;56;258","1","149.00","0.00"
"A16058-MSS0701NC04A","4056","Salvadore Tee for Men ""Silent Seekers""","7535","2;56;282","1","89.00","0.00"
"A16058-MSS0701NC04A","4056","Salvadore Tee for Men ""Silent Seekers""","7536","2;56;282","0","89.00","0.00"
"A16058-MSS0701NC04A","4056","Salvadore Tee for Men ""Silent Seekers""","7537","2;56;282","0","89.00","0.00"
"A16058-MSS0701NC04A","4056","Salvadore Tee for Men ""Silent Seekers""","7538","2;56;282","1","89.00","0.00"
"A16058-MSS0701NC04A","4056","Salvadore Tee for Men ""Silent Seekers""","7539","2;56;282","0","89.00","0.00"
"A14051-WAC0201NC0TA","4864","Vivienne Scarf ""Under the Same Sky""","","2;56;257","8","59.00","0.00"
"A14051-WAC0201NC0UA","4865","Vivienne Scarf ""Gezaluwejit""","","2;56;257","3","59.00","0.00"
"A14051-WDR2601NC0TA","4871","Kate Dress ""Gezaluwejit""","7985","2;56;258","1","169.00","0.00"
"A14051-WDR2601NC0TA","4871","Kate Dress ""Gezaluwejit""","7986","2;56;258","1","169.00","0.00"
"A14051-WDR2601NC0TA","4871","Kate Dress ""Gezaluwejit""","7987","2;56;258","1","169.00","0.00"
"A14051-WDR2601NC0TA","4871","Kate Dress ""Gezaluwejit""","7988","2;56;258","0","169.00","0.00"
"A14051-WDR2601NC0TA","4871","Kate Dress ""Gezaluwejit""","7989","2;56;258","1","169.00","0.00"
"A18066-WPA0301NC0UA","5121","Carla Palazzo ""Under the Same Sky""","8002","56;260","2","189.00","0.00"
"A18066-WPA0301NC0UA","5121","Carla Palazzo ""Under the Same Sky""","8003","56;260","1","189.00","0.00"
"A18066-WPA0301NC0UA","5121","Carla Palazzo ""Under the Same Sky""","8004","56;260","1","189.00","0.00"
"A18066-WPA0301NC0UA","5121","Carla Palazzo ""Under the Same Sky""","8005","56;260","1","189.00","0.00"
"A18066-WPA0301NC0UA","5121","Carla Palazzo ""Under the Same Sky""","8006","56;260","0","189.00","0.00"
"A14051-WPA0301NC0TA","5122","Carla Palazzo ""Gezaluwejit""","8007","56;260","1","189.00","0.00"
"A14051-WPA0301NC0TA","5122","Carla Palazzo ""Gezaluwejit""","8008","56;260","1","189.00","0.00"
"A14051-WPA0301NC0TA","5122","Carla Palazzo ""Gezaluwejit""","8009","56;260","0","189.00","0.00"
"A14051-WPA0301NC0TA","5122","Carla Palazzo ""Gezaluwejit""","8010","56;260","1","189.00","0.00"
"A14051-WPA0301NC0TA","5122","Carla Palazzo ""Gezaluwejit""","8011","56;260","1","189.00","0.00"
"A16058-WSS1401NC04A","5188","Kiki T-Shirt ""Silent Seekers""","8027","2;56;282","0","89.00","0.00"
"A16058-WSS1401NC04A","5188","Kiki T-Shirt ""Silent Seekers""","8028","2;56;282","3","89.00","0.00"
"A16058-WSS1401NC04A","5188","Kiki T-Shirt ""Silent Seekers""","8029","2;56;282","2","89.00","0.00"
"A14051-WNS0701NC0TA","5215","Coco Tank ""Gezaluwejit""","8036","2;56;281","0","79.00","0.00"
"A14051-WNS0701NC0TA","5215","Coco Tank ""Gezaluwejit""","8037","2;56;281","0","79.00","0.00"
"A14051-WNS0701NC0TA","5215","Coco Tank ""Gezaluwejit""","8038","2;56;281","1","79.00","0.00"
"A14051-WNS0701NC0TA","5215","Coco Tank ""Gezaluwejit""","8039","2;56;281","1","79.00","0.00"
"A14051-WNS0701NC0TA","5215","Coco Tank ""Gezaluwejit""","8040","2;56;281","1","79.00","0.00"
"A18066-WNS0701NC0UA","5217","Coco Tank ""Under the Same Sky""","8041","2;56;281","0","79.00","0.00"
"A18066-WNS0701NC0UA","5217","Coco Tank ""Under the Same Sky""","8042","2;56;281","2","79.00","0.00"
"A18066-WNS0701NC0UA","5217","Coco Tank ""Under the Same Sky""","8043","2;56;281","2","79.00","0.00"
"A18066-WNS0701NC0UA","5217","Coco Tank ""Under the Same Sky""","8044","2;56;281","0","79.00","0.00"
"A18066-WNS0701NC0UA","5217","Coco Tank ""Under the Same Sky""","8045","2;56;281","0","79.00","0.00"
"A14051-WLS1301NCOTA","5708","Jamie Top ""Gezaluwejit""","8069","56;285","1","129.00","0.00"
"A14051-WLS1301NCOTA","5708","Jamie Top ""Gezaluwejit""","8070","56;285","1","129.00","0.00"
"A14051-WLS1301NCOTA","5708","Jamie Top ""Gezaluwejit""","8071","56;285","1","129.00","0.00"
"A14051-WLS1301NCOTA","5708","Jamie Top ""Gezaluwejit""","8072","56;285","1","129.00","0.00"
"A14051-WLS1301NCOTA","5708","Jamie Top ""Gezaluwejit""","8073","56;285","1","129.00","0.00"
"W12018-WPA0701NC0DA","5721","Parma Capri ""Early Evening Flowing into Fall""","8079","2;56;273","0","129.00","0.00"
"W12018-WPA0701NC0DA","5721","Parma Capri ""Early Evening Flowing into Fall""","8080","2;56;273","1","129.00","0.00"
"W12018-WPA0701NC0DA","5721","Parma Capri ""Early Evening Flowing into Fall""","8081","2;56;273","1","129.00","0.00"
"W12018-WPA0701NC0DA","5721","Parma Capri ""Early Evening Flowing into Fall""","8082","2;56;273","0","129.00","0.00"
"W12018-WPA0701NC0DA","5721","Parma Capri ""Early Evening Flowing into Fall""","8083","2;56;273","0","129.00","0.00"
"W13023-WNS0701NC09A","5725","Coco Tank ""Water and Spirit Buffalo""","8110","2;56;281","0","79.00","0.00"
"W13023-WNS0701NC09A","5725","Coco Tank ""Water and Spirit Buffalo""","8111","2;56;281","1","79.00","0.00"
"W13023-WNS0701NC09A","5725","Coco Tank ""Water and Spirit Buffalo""","8112","2;56;281","1","79.00","0.00"
"W13023-WNS0701NC09A","5725","Coco Tank ""Water and Spirit Buffalo""","8113","2;56;281","1","79.00","0.00"
"W13023-WNS0701NC09A","5725","Coco Tank ""Water and Spirit Buffalo""","8114","2;56;281","1","79.00","0.00"
"A18066-WLS0701NC0UA","6565","Marlene Top ""Under the Same Sky""","8129","2;56;261","0","139.00","0.00"
"A18066-WLS0701NC0UA","6565","Marlene Top ""Under the Same Sky""","8130","2;56;261","0","139.00","0.00"
"A18066-WLS0701NC0UA","6565","Marlene Top ""Under the Same Sky""","8131","2;56;261","0","139.00","0.00"
"A18066-WLS0701NC0UA","6565","Marlene Top ""Under the Same Sky""","8132","2;56;261","0","139.00","0.00"
"A18066-WLS0701NC0UA","6565","Marlene Top ""Under the Same Sky""","8133","2;56;261","3","139.00","0.00"
"A17063-WDR2901NC02A","8588","Joni Dress ""Depth""","8284","2;56;258","2","139.00","0.00"
"A17063-WDR2901NC02A","8588","Joni Dress ""Depth""","8285","2;56;258","0","139.00","0.00"
"A17063-WDR2901NC02A","8588","Joni Dress ""Depth""","8286","2;56;258","0","139.00","0.00"
"A17063-WDR2901NC02A","8588","Joni Dress ""Depth""","8287","2;56;258","0","139.00","0.00"
"A17063-WDR2901NC02A","8588","Joni Dress ""Depth""","8288","2;56;258","0","139.00","0.00"
"A16051-WBL1101NC05A","8844","Nikki Cardigan ""Northern Keepers""","8289","56;259","1","159.00","0.00"
"A16051-WBL1101NC05A","8844","Nikki Cardigan ""Northern Keepers""","8290","56;259","1","159.00","0.00"
"A16051-WBL1101NC05A","8844","Nikki Cardigan ""Northern Keepers""","8291","56;259","1","159.00","0.00"
"A16051-WBL1101NC05A","8844","Nikki Cardigan ""Northern Keepers""","8292","56;259","1","159.00","0.00"
"A16051-WBL1101NC05A","8844","Nikki Cardigan ""Northern Keepers""","8293","56;259","2","159.00","0.00"
"A16051-WLS1701NC05A","8961","Mia Turtleneck ""Northern Keepers""","8304","56;285","0","149.00","0.00"
"A16051-WLS1701NC05A","8961","Mia Turtleneck ""Northern Keepers""","8305","56;285","0","149.00","0.00"
"A16051-WLS1701NC05A","8961","Mia Turtleneck ""Northern Keepers""","8306","56;285","0","149.00","0.00"
"A16051-WLS1701NC05A","8961","Mia Turtleneck ""Northern Keepers""","8307","56;285","1","149.00","0.00"
"A16051-WLS1701NC05A","8961","Mia Turtleneck ""Northern Keepers""","8308","56;285","2","149.00","0.00"
"W12005-WLS1701NC0WA","8964","Mia Turtleneck ""Earth Keeper""","8309","56;285","1","149.00","0.00"
"W12005-WLS1701NC0WA","8964","Mia Turtleneck ""Earth Keeper""","8310","56;285","0","149.00","0.00"
"W12005-WLS1701NC0WA","8964","Mia Turtleneck ""Earth Keeper""","8311","56;285","1","149.00","0.00"
"W12005-WLS1701NC0WA","8964","Mia Turtleneck ""Earth Keeper""","8312","56;285","0","149.00","0.00"
"W12005-WLS1701NC0WA","8964","Mia Turtleneck ""Earth Keeper""","8313","56;285","1","149.00","0.00"
"A09006-WDR3801NC0VA","8967","Felicia ""The River Keeper""","8322","56;258","1","149.00","0.00"
"A09006-WDR3801NC0VA","8967","Felicia ""The River Keeper""","8323","56;258","1","149.00","0.00"
"A09006-WDR3801NC0VA","8967","Felicia ""The River Keeper""","8324","56;258","1","149.00","0.00"
"A09006-WDR3801NC0VA","8967","Felicia ""The River Keeper""","8325","56;258","0","149.00","0.00"
"A09006-WDR3801NC0VA","8967","Felicia ""The River Keeper""","8326","56;258","0","149.00","0.00"
"A20055-WDR3801NC0YA","8968","Felicia ""Refuge""","8327","56;258","1","149.00","0.00"
"A20055-WDR3801NC0YA","8968","Felicia ""Refuge""","8328","56;258","0","149.00","0.00"
"A20055-WDR3801NC0YA","8968","Felicia ""Refuge""","8329","56;258","2","149.00","0.00"
"A20055-WDR3801NC0YA","8968","Felicia ""Refuge""","8330","56;258","0","149.00","0.00"
"A20055-WDR3801NC0YA","8968","Felicia ""Refuge""","8331","56;258","0","149.00","0.00"
"A17063-WDR3801NC02A","8971","Felicia ""Depth""","8342","56;258","1","149.00","0.00"
"A17063-WDR3801NC02A","8971","Felicia ""Depth""","8343","56;258","0","149.00","0.00"
"A17063-WDR3801NC02A","8971","Felicia ""Depth""","8344","56;258","1","149.00","0.00"
"A17063-WDR3801NC02A","8971","Felicia ""Depth""","8345","56;258","0","149.00","0.00"
"A17063-WDR3801NC02A","8971","Felicia ""Depth""","8346","56;258","0","149.00","0.00"
"W12005-WDR4001NC0WA","8973","Amanda II ""Earth Keeper""","8347","56;258","0","119.00","0.00"
"W12005-WDR4001NC0WA","8973","Amanda II ""Earth Keeper""","8348","56;258","0","119.00","0.00"
"W12005-WDR4001NC0WA","8973","Amanda II ""Earth Keeper""","8349","56;258","1","119.00","0.00"
"W12005-WDR4001NC0WA","8973","Amanda II ""Earth Keeper""","8350","56;258","1","119.00","0.00"
"W12005-WDR4001NC0WA","8973","Amanda II ""Earth Keeper""","8351","56;258","1","119.00","0.00"
"W20055-WDR4001NC0YA","8974","Amanda II ""Refuge""","8352","56;258","1","119.00","0.00"
"W20055-WDR4001NC0YA","8974","Amanda II ""Refuge""","8353","56;258","1","119.00","0.00"
"W20055-WDR4001NC0YA","8974","Amanda II ""Refuge""","8354","56;258","0","119.00","0.00"
"W20055-WDR4001NC0YA","8974","Amanda II ""Refuge""","8355","56;258","1","119.00","0.00"
"W20055-WDR4001NC0YA","8974","Amanda II ""Refuge""","8356","56;258","1","119.00","0.00"
"W01031-WDR4001NC0XA","8975","Amanda II ""Honoring the Giver of Life""","8357","56;258","1","119.00","0.00"
"W01031-WDR4001NC0XA","8975","Amanda II ""Honoring the Giver of Life""","8358","56;258","1","119.00","0.00"
"W01031-WDR4001NC0XA","8975","Amanda II ""Honoring the Giver of Life""","8359","56;258","0","119.00","0.00"
"W01031-WDR4001NC0XA","8975","Amanda II ""Honoring the Giver of Life""","8360","56;258","0","119.00","0.00"
"W01031-WDR4001NC0XA","8975","Amanda II ""Honoring the Giver of Life""","8361","56;258","1","119.00","0.00"
"A14051-WDR3801NC0TA","8976","Felicia ""Gezaluwejit""","8362","56;258","1","149.00","0.00"
"A14051-WDR3801NC0TA","8976","Felicia ""Gezaluwejit""","8363","56;258","1","149.00","0.00"
"A14051-WDR3801NC0TA","8976","Felicia ""Gezaluwejit""","8364","56;258","1","149.00","0.00"
"A14051-WDR3801NC0TA","8976","Felicia ""Gezaluwejit""","8365","56;258","1","149.00","0.00"
"A14051-WDR3801NC0TA","8976","Felicia ""Gezaluwejit""","8366","56;258","1","149.00","0.00"
"A14051-WDR4201NC0TA","8977","Daniela Maxi ""Gezaluwejit""","8367","56;258","0","199.00","0.00"
"A14051-WDR4201NC0TA","8977","Daniela Maxi ""Gezaluwejit""","8368","56;258","1","199.00","0.00"
"A14051-WDR4201NC0TA","8977","Daniela Maxi ""Gezaluwejit""","8369","56;258","0","199.00","0.00"
"A14051-WDR4201NC0TA","8977","Daniela Maxi ""Gezaluwejit""","8370","56;258","1","199.00","0.00"
"A14051-WDR4201NC0TA","8977","Daniela Maxi ""Gezaluwejit""","8371","56;258","1","199.00","0.00"
"A17063-WSK0501NC02A","8981","Elaine Skirt ""Depth""","8392","56;274","0","149.00","0.00"
"A17063-WSK0501NC02A","8981","Elaine Skirt ""Depth""","8393","56;274","1","149.00","0.00"
"A17063-WSK0501NC02A","8981","Elaine Skirt ""Depth""","8394","56;274","1","149.00","0.00"
"A17063-WSK0501NC02A","8981","Elaine Skirt ""Depth""","8395","56;274","0","149.00","0.00"
"A17063-WSK0501NC02A","8981","Elaine Skirt ""Depth""","8396","56;274","2","149.00","0.00"
"A07020-WSK0501NC0AA","8982","Elaine Skirt ""Journey to the Spirit World""","8397","56;274","1","149.00","0.00"
"A07020-WSK0501NC0AA","8982","Elaine Skirt ""Journey to the Spirit World""","8398","56;274","2","149.00","0.00"
"A07020-WSK0501NC0AA","8982","Elaine Skirt ""Journey to the Spirit World""","8399","56;274","0","149.00","0.00"
"A07020-WSK0501NC0AA","8982","Elaine Skirt ""Journey to the Spirit World""","8400","56;274","2","149.00","0.00"
"A07020-WSK0501NC0AA","8982","Elaine Skirt ""Journey to the Spirit World""","8401","56;274","0","149.00","0.00"
"A16051-MSS0701NC05A","8983","Salvadore Tee for Men ""Northern Keepers""","8382","56;282","0","89.00","0.00"
"A16051-MSS0701NC05A","8983","Salvadore Tee for Men ""Northern Keepers""","8383","56;282","1","89.00","0.00"
"A16051-MSS0701NC05A","8983","Salvadore Tee for Men ""Northern Keepers""","8384","56;282","0","89.00","0.00"
"A16051-MSS0701NC05A","8983","Salvadore Tee for Men ""Northern Keepers""","8385","56;282","1","89.00","0.00"
"A16051-MSS0701NC05A","8983","Salvadore Tee for Men ""Northern Keepers""","8386","56;282","0","89.00","0.00"
"A16051-WSS1201NC05A","8987","Sylvie Tunic ""Northern Keepers""","8412","2;56;261","2","139.00","0.00"
"A16051-WSS1201NC05A","8987","Sylvie Tunic ""Northern Keepers""","8413","2;56;261","1","139.00","0.00"
"A16051-WSS1201NC05A","8987","Sylvie Tunic ""Northern Keepers""","8414","2;56;261","1","139.00","0.00"
"A16051-WSS1201NC05A","8987","Sylvie Tunic ""Northern Keepers""","8415","2;56;261","0","139.00","0.00"
"A16051-WSS1201NC05A","8987","Sylvie Tunic ""Northern Keepers""","8416","2;56;261","1","139.00","0.00"
"A18066-WLS1001NC0TA","8991","Patti Tunic II ""Under the Same Sky""","8427","56;261","0","139.00","0.00"
"A18066-WLS1001NC0TA","8991","Patti Tunic II ""Under the Same Sky""","8428","56;261","0","139.00","0.00"
"A18066-WLS1001NC0TA","8991","Patti Tunic II ""Under the Same Sky""","8429","56;261","1","139.00","0.00"
"A18066-WLS1001NC0TA","8991","Patti Tunic II ""Under the Same Sky""","8430","56;261","1","139.00","0.00"
"A18066-WLS1001NC0TA","8991","Patti Tunic II ""Under the Same Sky""","8431","56;261","1","139.00","0.00"
"A18066-WNS0801NC0UA","9014","Kaplan Tank ""Under the Same Sky""","8437","2;56;281","1","129.00","0.00"
"A18066-WNS0801NC0UA","9014","Kaplan Tank ""Under the Same Sky""","8438","2;56;281","1","129.00","0.00"
"A18066-WNS0801NC0UA","9014","Kaplan Tank ""Under the Same Sky""","8439","2;56;281","1","129.00","0.00"
"A18066-WNS0801NC0UA","9014","Kaplan Tank ""Under the Same Sky""","8440","2;56;281","1","129.00","0.00"
"A18066-WNS0801NC0UA","9014","Kaplan Tank ""Under the Same Sky""","8441","2;56;281","1","129.00","0.00"
"W13023-WSS0901NC09A","9017","K Smith T-Shirt ""Water and Spirit Buffalo""","8442","2;56;282","1","89.00","0.00"
"W13023-WSS0901NC09A","9017","K Smith T-Shirt ""Water and Spirit Buffalo""","8443","2;56;282","1","89.00","0.00"
"W13023-WSS0901NC09A","9017","K Smith T-Shirt ""Water and Spirit Buffalo""","8444","2;56;282","1","89.00","0.00"
"W13023-WSS0901NC09A","9017","K Smith T-Shirt ""Water and Spirit Buffalo""","8445","2;56;282","1","89.00","0.00"
"W13023-WSS0901NC09A","9017","K Smith T-Shirt ""Water and Spirit Buffalo""","8446","2;56;282","1","89.00","0.00"
"A18066-WPA0801NC0UA","9020","Jackie II Leggings ""Under the Same Sky""","8457","56;273","0","109.00","0.00"
"A18066-WPA0801NC0UA","9020","Jackie II Leggings ""Under the Same Sky""","8458","56;273","0","109.00","0.00"
"A18066-WPA0801NC0UA","9020","Jackie II Leggings ""Under the Same Sky""","8459","56;273","1","109.00","0.00"
"A18066-WPA0801NC0UA","9020","Jackie II Leggings ""Under the Same Sky""","8460","56;273","1","109.00","0.00"
"A18066-WPA0801NC0UA","9020","Jackie II Leggings ""Under the Same Sky""","8461","56;273","1","109.00","0.00"
"A16058-MSW0101NC04A","9026","Samo ""Silent Seekers""","8462","56;261","0","109.00","0.00"
"A16058-MSW0101NC04A","9026","Samo ""Silent Seekers""","8463","56;261","1","109.00","0.00"
"A16058-MSW0101NC04A","9026","Samo ""Silent Seekers""","8464","56;261","1","109.00","0.00"
"A16058-MSW0101NC04A","9026","Samo ""Silent Seekers""","8465","56;261","1","109.00","0.00"
"A18066-WAC0201NC0UA","9038","Vivienne Scarf ""Refuge""","","56;257","2","59.00","0.00"
"W20055-UAC1101NC0YA","9040","Melinda Western Scarf ""Refuge""","","56;257","2","59.00","0.00"
"A18066-UAC1101NC0UA","9046","Alice Neck Warmer ""Under the Same Sky""","","56;257","4","59.00","0.00"
"A16051-UAC1101NC05A","9047","Alice Neck Warmer ""Northern Keepers""","","56;257","4","59.00","0.00"
"A12005-WNS0901NC0WA","9050","Tilda Tank ""Earth Keeper""","8487","56;281","0","79.00","0.00"
"A12005-WNS0901NC0WA","9050","Tilda Tank ""Earth Keeper""","8488","56;281","0","79.00","0.00"
"A12005-WNS0901NC0WA","9050","Tilda Tank ""Earth Keeper""","8489","56;281","1","79.00","0.00"
"A12005-WNS0901NC0WA","9050","Tilda Tank ""Earth Keeper""","8490","56;281","0","79.00","0.00"
"A12005-WNS0901NC0WA","9050","Tilda Tank ""Earth Keeper""","8491","56;281","1","79.00","0.00"
"A07020-WLS0701NC0AA","9059","Marlene Top ""Journey to the Spirit World""","8492","56;261","1","139.00","0.00"
"A07020-WLS0701NC0AA","9059","Marlene Top ""Journey to the Spirit World""","8493","56;261","0","139.00","0.00"
"A07020-WLS0701NC0AA","9059","Marlene Top ""Journey to the Spirit World""","8494","56;261","0","139.00","0.00"
"A07020-WLS0701NC0AA","9059","Marlene Top ""Journey to the Spirit World""","8495","56;261","0","139.00","0.00"
"A07020-WLS0701NC0AA","9059","Marlene Top ""Journey to the Spirit World""","8496","56;261","1","139.00","0.00"
"A07020-WLS1701NC0AA","9060","Mia Turtleneck ""Journey to the Spirit World""","8497","56;285","0","149.00","0.00"
"A07020-WLS1701NC0AA","9060","Mia Turtleneck ""Journey to the Spirit World""","8498","56;285","0","149.00","0.00"
"A07020-WLS1701NC0AA","9060","Mia Turtleneck ""Journey to the Spirit World""","8499","56;285","1","149.00","0.00"
"A07020-WLS1701NC0AA","9060","Mia Turtleneck ""Journey to the Spirit World""","8500","56;285","1","149.00","0.00"
"A07020-WLS1701NC0AA","9060","Mia Turtleneck ""Journey to the Spirit World""","8501","56;285","0","149.00","0.00"
"W12005-WSK0501NC0WA","9061","Elaine Skirt ""Earth Keeper""","8502","56;274","1","149.00","0.00"
"W12005-WSK0501NC0WA","9061","Elaine Skirt ""Earth Keeper""","8503","56;274","0","149.00","0.00"
"W12005-WSK0501NC0WA","9061","Elaine Skirt ""Earth Keeper""","8504","56;274","0","149.00","0.00"
"W12005-WSK0501NC0WA","9061","Elaine Skirt ""Earth Keeper""","8505","56;274","0","149.00","0.00"
"W12005-WSK0501NC0WA","9061","Elaine Skirt ""Earth Keeper""","8506","56;274","1","149.00","0.00"
"A01036-WAC0201NC0ZA","9064","Vivienne Scarf ""Teachings""","","56;257","3","59.00","0.00"
"A07020-WLS1301NCOAA","9141","Jamie Top ""Journey to the Spirit World""","8518","56;285","0","129.00","0.00"
"A07020-WLS1301NCOAA","9141","Jamie Top ""Journey to the Spirit World""","8519","56;285","1","129.00","0.00"
"A07020-WLS1301NCOAA","9141","Jamie Top ""Journey to the Spirit World""","8520","56;285","1","129.00","0.00"
"A07020-WLS1301NCOAA","9141","Jamie Top ""Journey to the Spirit World""","8521","56;285","0","129.00","0.00"
"A07020-WLS1301NCOAA","9141","Jamie Top ""Journey to the Spirit World""","8522","56;285","0","129.00","0.00"
"W13023-WNS0701NC01A","9767","Coco Tank ""Wisdom Keepers""","8588","2;56;281","2","79.00","0.00"
"W13023-WNS0701NC01A","9767","Coco Tank ""Wisdom Keepers""","8589","2;56;281","1","79.00","0.00"
"W13023-WNS0701NC01A","9767","Coco Tank ""Wisdom Keepers""","8590","2;56;281","2","79.00","0.00"
"W13023-WNS0701NC01A","9767","Coco Tank ""Wisdom Keepers""","8591","2;56;281","2","79.00","0.00"
"W13023-WNS0701NC01A","9767","Coco Tank ""Wisdom Keepers""","8592","2;56;281","1","79.00","0.00"
"W13023-WAC0501NC11A","9854","Vivienne Scarf ""Water and Spirit Buffalo at Sunset""","","56;257","4","59.00","0.00"
"W13023-WAC0501NC12A","9856","Vivienne Scarf ""Water and Spirit Buffalo at Moonrise""","","56;257","5","59.00","0.00"
"A04015-WAC0501NC14A","9857","Vivienne Scarf ""Rebirth""","","56;257","3","59.00","0.00"
"A08019-WAC0501NC13A","9858","Vivienne Scarf ""Unity""","","56;257","4","59.00","0.00"
"W13023-WNS0701NC12A","9864","Coco Tank ""Water and Spirit Buffalo at Moonrise""","8623","2;56;281","2","79.00","0.00"
"W13023-WNS0701NC12A","9864","Coco Tank ""Water and Spirit Buffalo at Moonrise""","8624","2;56;281","0","79.00","0.00"
"W13023-WNS0701NC12A","9864","Coco Tank ""Water and Spirit Buffalo at Moonrise""","8625","2;56;281","0","79.00","0.00"
"W13023-WNS0701NC12A","9864","Coco Tank ""Water and Spirit Buffalo at Moonrise""","8626","2;56;281","0","79.00","0.00"
"W13023-WNS0701NC12A","9864","Coco Tank ""Water and Spirit Buffalo at Moonrise""","8627","2;56;281","1","79.00","0.00"
"W08019-WNS0701NC13A","9865","Coco Tank ""Unity""","8628","2;56;281","1","79.00","0.00"
"W08019-WNS0701NC13A","9865","Coco Tank ""Unity""","8629","2;56;281","1","79.00","0.00"
"W08019-WNS0701NC13A","9865","Coco Tank ""Unity""","8630","2;56;281","0","79.00","0.00"
"W08019-WNS0701NC13A","9865","Coco Tank ""Unity""","8631","2;56;281","1","79.00","0.00"
"W08019-WNS0701NC13A","9865","Coco Tank ""Unity""","8632","2;56;281","0","79.00","0.00"
"W13023-WSK0501NC09A","9866","Elaine Skirt ""Water and Spirit Buffalo""","8633","56;274","2","149.00","0.00"
"W13023-WSK0501NC09A","9866","Elaine Skirt ""Water and Spirit Buffalo""","8634","56;274","1","149.00","0.00"
"W13023-WSK0501NC09A","9866","Elaine Skirt ""Water and Spirit Buffalo""","8635","56;274","1","149.00","0.00"
"W13023-WSK0501NC09A","9866","Elaine Skirt ""Water and Spirit Buffalo""","8636","56;274","1","149.00","0.00"
"W13023-WSK0501NC09A","9866","Elaine Skirt ""Water and Spirit Buffalo""","8637","56;274","0","149.00","0.00"
"W13023-WSK0501NC11A","9867","Elaine Skirt ""Water and Spirit Buffalo at Sunset""","8638","56;274","1","149.00","0.00"
"W13023-WSK0501NC11A","9867","Elaine Skirt ""Water and Spirit Buffalo at Sunset""","8639","56;274","1","149.00","0.00"
"W13023-WSK0501NC11A","9867","Elaine Skirt ""Water and Spirit Buffalo at Sunset""","8640","56;274","1","149.00","0.00"
"W13023-WSK0501NC11A","9867","Elaine Skirt ""Water and Spirit Buffalo at Sunset""","8641","56;274","1","149.00","0.00"
"W13023-WSK0501NC11A","9867","Elaine Skirt ""Water and Spirit Buffalo at Sunset""","8642","56;274","1","149.00","0.00"
"W13023-WSK0501NC12A","9868","Elaine Skirt ""Water and Spirit Buffalo at Moonrise""","8643","56;274","1","149.00","0.00"
"W13023-WSK0501NC12A","9868","Elaine Skirt ""Water and Spirit Buffalo at Moonrise""","8644","56;274","2","149.00","0.00"
"W13023-WSK0501NC12A","9868","Elaine Skirt ""Water and Spirit Buffalo at Moonrise""","8645","56;274","1","149.00","0.00"
