"Reference code","Combinations (Attribute - value pair)","Quantity","Pre-tax wholesale price","Pre-tax retail price","Product Combinations ID","Product ID"
"A17063-2","Édition Ltée - Profondeur : Options d'encadrement - Cadre rustique noir 1"";Édition Ltée - Profondeur : Options d'encadrement - Cadre rustique brun 1"";Édition Ltée - Profondeur : Options d'encadrement - Cadre rustique gris 1"";Édition Ltée - Profondeur : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","1514;1515;1516;1513","791"
"W17062-2","Édition Ltée - Horizon : Options d'encadrement - Cadre rustique noir 1"";Édition Ltée - Horizon : Options d'encadrement - Cadre rustique brun 1"";Édition Ltée - Horizon : Options d'encadrement - Cadre rustique gris 1"";Édition Ltée - Horizon : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","1774;1775;1776;1773","792"
"A17065-1","Toile - Temple de la Forêt : Options d'encadrement - Cadre flottant bois noir;Toile - Temple de la Forêt : Options d'encadrement - Cadre flottant bois brun;Toile - Temple de la Forêt : Options d'encadrement - Cadre flottant bois étain;Toile - Temple de la Forêt : Options d'encadrement - Sans cadre","0;0;0;1","0.00","0.00","1850;1851;1852;1849","793"
"A17064-1","Toile - Loutre Mère : Options d'encadrement - Cadre flottant bois noir;Toile - Loutre Mère : Options d'encadrement - Cadre flottant bois brun;Toile - Loutre Mère : Options d'encadrement - Cadre flottant bois étain;Toile - Loutre Mère : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","1870;1871;1872;1869","794"
"A17063-1","Toile - Profondeur : Options d'encadrement - Cadre flottant bois noir;Toile - Profondeur : Options d'encadrement - Cadre flottant bois brun;Toile - Profondeur : Options d'encadrement - Cadre flottant bois étain;Toile - Profondeur : Options d'encadrement - Sans cadre;Toile - Profondeur : Options d'encadrement - Sans cadre 24"" x 30""","0;0;0;0;0","0.00","0.00","1509;1510;1511;1512;6668","795"
"A08021-7","","0","2.50","5.50","","797"
"A09055-7","","0","2.50","5.50","","798"
"W18053-7-POD2883","","0","2.75","6.35","","799"
"W18053-6","","0","10.87","25.00","","800"
"W18053-2","Édition Ltée - Maîtres du Nord : Options d'encadrement - Cadre rustique noir 1"";Édition Ltée - Maîtres du Nord : Options d'encadrement - Cadre rustique brun 1"";Édition Ltée - Maîtres du Nord : Options d'encadrement - Cadre rustique gris 1"";Édition Ltée - Maîtres du Nord : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","1316;1317;1318;1319","801"
"A20067-2","Édition Ltée - Toutes mes Relations : Options d'encadrement - Cadre rustique noir 1"";Édition Ltée - Toutes mes Relations : Options d'encadrement - Cadre rustique brun 1"";Édition Ltée - Toutes mes Relations : Options d'encadrement - Cadre rustique gris 1"";Édition Ltée - Toutes mes Relations : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","7700;7701;7702;7699","4079"
"A20067-POD2580","","0","2.75","6.35","","4080"
"A20067-6","","0","10.87","25.00","","4081"
"A19054-2","Édition Ltée - Empreintes Ancestrales : Options d'encadrement - Cadre rustique noir 1"";Édition Ltée - Empreintes Ancestrales : Options d'encadrement - Cadre rustique brun 1"";Édition Ltée - Empreintes Ancestrales : Options d'encadrement - Cadre rustique gris 1"";Édition Ltée - Empreintes Ancestrales : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","7703;7704;7705;7706","4082"
"A19054-7","","0","2.50","5.50","","4083"
"A20067-1","Toile - Toutes mes Relations : Options d'encadrement - Cadre flottant bois noir;Toile - Toutes mes Relations : Options d'encadrement - Cadre flottant bois brun;Toile - Toutes mes Relations : Options d'encadrement - Cadre flottant bois étain;Toile - Toutes mes Relations : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","7720;7721;7722;7718","4086"
"A19054-6","","0","10.87","25.00","","4088"
"A18062-7","","0","2.50","5.50","","4126"
"A18062-6","","0","10.87","25.00","","4127"
"A18062-2","Édition Ltée - Humilité : Options d'encadrement - Cadre rustique noir 1"";Édition Ltée - Humilité : Options d'encadrement - Cadre rustique brun 1"";Édition Ltée - Humilité : Options d'encadrement - Cadre rustique gris 1"";Édition Ltée - Humilité : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","7729;7730;7731;7732","4129"
"A20055-1","Toile - Refuge : Options d'encadrement - Cadre flottant bois noir;Toile - Refuge : Options d'encadrement - Cadre flottant bois brun;Toile - Refuge : Options d'encadrement - Cadre flottant bois étain;Toile - Refuge : Options d'encadrement - Sans cadre;Toile - Refuge : Options d'encadrement - Sans cadre - 48"" x 30"";Toile - Refuge : Options d'encadrement - Cadre flottant noir;Toile - Refuge : Options d'encadrement - Cadre flottant brun;Toile - Refuge : Options d'encadrement - Cadre flottant étain","0;0;0;0;0;0;0;0","0.00","0.00","7789;7790;7791;7792;7793;7806;7807;7808","4144"
"A18061-1","Toile - Semence de Vie : Options d'encadrement - Cadre flottant bois noir;Toile - Semence de Vie : Options d'encadrement - Cadre flottant bois brun;Toile - Semence de Vie : Options d'encadrement - Cadre flottant bois étain;Toile - Semence de Vie : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","7794;7795;7796;7797","4145"
"A18066-1","Toile - Sous le Même Ciel : Options d'encadrement - Cadre flottant bois noir;Toile - Sous le Même Ciel : Options d'encadrement - Cadre flottant bois brun;Toile - Sous le Même Ciel : Options d'encadrement - Cadre flottant bois étain;Toile - Sous le Même Ciel : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","7798;7799;7800;7801","4146"
"A20055-2","Édition Ltée - Refuge : Options d'encadrement - Cadre rustique noir 1"";Édition Ltée - Refuge : Options d'encadrement - Cadre rustique brun 1"";Édition Ltée - Refuge : Options d'encadrement - Cadre rustique gris 1"";Édition Ltée - Refuge : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","7809;7810;7811;7812","4148"
"A18061-2","Édition Ltée - Semence de Vie : Options d'encadrement - Cadre rustique noir 1"";Édition Ltée - Semence de Vie : Options d'encadrement - Cadre rustique brun 1"";Édition Ltée - Semence de Vie : Options d'encadrement - Cadre rustique gris 1"";Édition Ltée - Semence de Vie : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","7813;7814;7815;7816","4149"
"A18066-2","Édition Ltée - Sous le Même Ciel : Options d'encadrement - Cadre rustique noir 1"";Édition Ltée - Sous le Même Ciel : Options d'encadrement - Cadre rustique brun 1"";Édition Ltée - Sous le Même Ciel : Options d'encadrement - Cadre rustique gris 1"";Édition Ltée - Sous le Même Ciel : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","7817;7818;7819;7820","4150"
"A20055-POD2571","","0","2.75","6.35","","4156"
"A18061-POD2573","","0","2.75","6.35","","4157"
"A20055-6","","0","10.87","25.00","","4169"
"A18061-6","","0","10.87","25.00","","4170"
"A18066-6","","0","10.87","25.00","","4171"
"A08021-6","","0","10.87","25.00","","4173"
"A09010-6","","0","10.87","25.00","","4174"
"A01033-7","","0","2.50","5.50","","5389"
"BKM","Signets : Art - Retour Chez Soi;Signets : Art - Voyage au Monde du Songe;Signets : Art - Lapynx;Signets : Art - Messager;Signets : Art - Loutre Mère;Signets : Art - Altérité;Signets : Art - Passage;Signets : Art - Chaleur de Terre;Signets : Art - No Soeurs du Ciel;Signets : Art - Murmure;Signets : Art - Zenith","0;0;0;0;0;0;0;0;0;0;0","1.25","2.90","12346;12347;12348;12349;12350;12351;12352;12353;12354;12355;12356","7977"
"BOX249","","0","9.25","21.45","","8740"
"BOX250","","0","9.25","21.45","","8741"
"SKU: Colouring027","","0","3.75","8.95","","9382"
"SKU: Box285","","0","9.25","21.45","","11536"
"A18061-POD2573","","0","7.50","20.00","","11972"
"A13042-POD2549","","0","7.50","20.00","","11973"
"A01034-POD2570","","0","7.50","20.00","","11975"
"A20055-POD2571","","0","7.50","20.00","","12086"
"A13042-POD2549C","","0","17.00","40.00","","12702"
"A17063-POD2550C","","0","17.00","40.00","","12703"
"A10046-POD2553C","","0","17.00","40.00","","12704"
"A14051-POD2554C","","0","17.00","40.00","","12705"
"A01031-POD2558C","","0","17.00","40.00","","12707"
"A13041-POD2583C","","0","17.00","45.00","","12708"
"A10004-POD2561C","","0","17.00","40.00","","12710"
"A16051-POD2566C","","0","17.00","40.00","","12712"
"A00048-POD2884C","","0","17.00","40.00","","12714"
"A01034-POD2570C","","0","17.00","40.00","","12715"
"A20055-POD2571C","","0","17.00","40.00","","12716"
"A09006-POD2579C","","0","17.00","40.00","","12717"
"A16058-POD2574C","","0","17.00","40.00","","12718"
"A01003-POD2575C","","0","17.00","40.00","","12719"
"A17065-POD2578C","","0","17.00","40.00","","12722"
"W12017-POD2576","","0","2.75","6.35","","13550"
"A13041-POD2583","","0","2.75","6.35","","13551"
"A18061-POD2573C","","0","17.00","45.00","","13718"
"A08011-POD2585C","","0","17.00","55.00","","13736"
"A08045-20084C","","0","17.00","40.00","","14177"
"A07020-20080C","","0","17.00","45.00","","14178"
"W13047-POD2560C","","0","17.00","40.00","","14179"
"A12050-POD2559C","","0","17.00","40.00","","14180"
"A01038-POD2557C","","0","17.00","40.00","","14181"
"GENC","Étiquettes Cadeaux - Paquet de 8 mini cartes : Art - Emportée;Étiquettes Cadeaux - Paquet de 8 mini cartes : Art - Profondeur;Étiquettes Cadeaux - Paquet de 8 mini cartes : Art - Gezaluwejit;Étiquettes Cadeaux - Paquet de 8 mini cartes : Art - Retour Chez Soi;Étiquettes Cadeaux - Paquet de 8 mini cartes : Art - Lapynx;Étiquettes Cadeaux - Paquet de 8 mini cartes : Art - Nouveau Jour;Étiquettes Cadeaux - Paquet de 8 mini cartes : Art - Gardiens du Nord;Étiquettes Cadeaux - Paquet de 8 mini cartes : Art - Passage;Étiquettes Cadeaux - Paquet de 8 mini cartes : Art - Gardienne de l'Eau;Étiquettes Cadeaux - Paquet de 8 mini cartes : Art - En Quête de Silence;Étiquettes Cadeaux - Paquet de 8 mini cartes : Art - Synchronicité;Étiquettes Cadeaux - Paquet de 8 mini cartes : Art - Gardiens de la Sagesse","0;0;0;0;0;0;0;0;0;0;0;0","3.25","7.45","10571;10572;10573;10574;10575;10576;10577;10578;10579;10580;10581;10582","14626"
"A10004-POD2561","","0","7.50","20.00","","14715"
"A08011-POD2585","","0","7.50","20.00","","14716"
"W12001-7","","0","2.50","5.50","","15166"
"A08013-2","Édition Ltée - Nouveau Jour : Options d'encadrement - Cadre rustique noir 1"";Édition Ltée - Nouveau Jour : Options d'encadrement - Cadre rustique brun 1"";Édition Ltée - Nouveau Jour : Options d'encadrement - Cadre rustique gris 1"";Édition Ltée - Nouveau Jour : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","10954;10955;10956;10957","15167"
"A10004-2","Édition Ltée - Fusion entre Terre et Ciel : Options d'encadrement - Cadre rustique noir 1"";Édition Ltée - Fusion entre Terre et Ciel : Options d'encadrement - Cadre rustique brun 1"";Édition Ltée - Fusion entre Terre et Ciel : Options d'encadrement - Cadre rustique gris 1"";Édition Ltée - Fusion entre Terre et Ciel : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","10958;10959;10960;10961","15168"
"A10012-2","Édition Ltée - Nos Soeurs du Ciel : Options d'encadrement - Cadre rustique noir 1"";Édition Ltée - Nos Soeurs du Ciel : Options d'encadrement - Cadre rustique brun 1"";Édition Ltée - Nos Soeurs du Ciel : Options d'encadrement - Cadre rustique gris 1"";Édition Ltée - Nos Soeurs du Ciel : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","10962;10963;10964;10965","15169"
"A08011-2","Édition Ltée - Murmure : Options d'encadrement - Cadre rustique noir 1"";Édition Ltée - Murmure : Options d'encadrement - Cadre rustique brun 1"";Édition Ltée - Murmure : Options d'encadrement - Cadre rustique gris 1"";Édition Ltée - Murmure : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","10966;10967;10968;10969","15170"
"W13047-6","","0","10.87","25.00","","15171"
"A16052-6","","0","10.87","25.00","","15172"
"W13025-POD2569","","0","7.50","20.00","","15173"
"A07020-20080","","0","2.75","6.35","","15174"
"W12018-POD2551","","0","7.50","20.00","","15175"
"W13047-POD2560","","0","7.50","20.00","","15176"
"W18053-POD2883","","0","7.50","20.00","","15177"
"A10046-POD2553","","0","7.50","20.00","","15179"
"A16059-POD2582C","Toile - Gardiens de la Sagesse : Options d'encadrement - Sans cadre 20"" x 10"";Toile - Gardiens de la Sagesse : Options d'encadrement - Sans cadre 10"" x 8"" ","0;0","17.00","0.00","10978;10979","15190"
"A10012-POD2565C","","0","17.00","40.00","","15191"
"A13025-POD2569C","","0","17.00","40.00","","15192"
"A08013-POD2584C","","0","17.00","40.00","","15193"
"A17064-POD2563C","","0","17.00","55.00","","15194"
"A01028-POD2555C","","0","17.00","40.00","","15195"
"A00048-6","Toile - Protecteur : Options d'encadrement - Cadre flottant bois noir;Toile - Protecteur : Options d'encadrement - Cadre flottant bois brun;Toile - Protecteur : Options d'encadrement - Cadre flottant bois étain;Toile - Protecteur : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","10980;10981;10982;10983","15196"
"A91063-1","Toile - Kouragimut : Options d'encadrement - Cadre flottant bois noir;Toile - Kouragimut : Options d'encadrement - Cadre flottant bois brun;Toile - Kouragimut : Options d'encadrement - Cadre flottant bois étain;Toile - Kouragimut : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","11042;11043;11044;11045","15219"
"A91063-2","Édition Ltée - Kouragimut : Options d'encadrement - Cadre rustique noir 1"";Édition Ltée - Kouragimut : Options d'encadrement - Cadre rustique brun 1"";Édition Ltée - Kouragimut : Options d'encadrement - Cadre rustique gris 1"";Édition Ltée - Kouragimut : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","11046;11047;11048;11049","15220"
"A91063-7","","0","2.50","5.50","","15221"
"A18066-POD2885","","0","2.75","6.35","","15222"
"A18062-1","Toile - Humilité : Options d'encadrement - Cadre flottant bois noir;Toile - Humilité : Options d'encadrement - Cadre flottant bois brun;Toile - Humilité : Options d'encadrement - Cadre flottant bois étain;Toile - Humilité : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","11050;11051;11052;11053","15223"
"A19054-1","Toile - Empreintes Ancestrales : Options d'encadrement - Cadre flottant bois noir;Toile - Empreintes Ancestrales : Options d'encadrement - Cadre flottant bois brun;Toile - Empreintes Ancestrales : Options d'encadrement - Cadre flottant bois étain;Toile - Empreintes Ancestrales : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","11054;11055;11056;11057","15224"
"W18053-1","Toile - Maîtres du Nord : Options d'encadrement - Cadre flottant bois noir;Toile - Maîtres du Nord : Options d'encadrement - Cadre flottant bois brun;Toile - Maîtres du Nord : Options d'encadrement - Cadre flottant bois étain;Toile - Maîtres du Nord : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","11190;11191;11192;11193","15261"
"W17062-1","Toile - Horizon : Options d'encadrement - Cadre flottant bois noir;Toile - Horizon : Options d'encadrement - Cadre flottant bois brun;Toile - Horizon : Options d'encadrement - Cadre flottant bois étain;Toile - Horizon : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","11194;11195;11196;11197","15262"
"W13023-1","Toile - Eau et Esprit du Bison : Options d'encadrement - Cadre flottant bois noir;Toile - Eau et Esprit du Bison : Options d'encadrement - Cadre flottant bois brun;Toile - Eau et Esprit du Bison : Options d'encadrement - Cadre flottant bois étain;Toile - Eau et Esprit du Bison : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","11198;11199;11200;11201","15263"
"A13053-1","Toile - Racines d'un Autre Monde : Options d'encadrement - Cadre flottant bois noir;Toile - Racines d'un Autre Monde : Options d'encadrement - Cadre flottant bois brun;Toile - Racines d'un Autre Monde : Options d'encadrement - Cadre flottant bois étain;Toile - Racines d'un Autre Monde : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","11202;11203;11204;11205","15264"
"W13027-1","Toile - Jeux d'Ombres : Options d'encadrement - Cadre flottant bois noir;Toile - Jeux d'Ombres : Options d'encadrement - Cadre flottant bois brun;Toile - Jeux d'Ombres : Options d'encadrement - Cadre flottant bois étain;Toile - Jeux d'Ombres : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","11206;11207;11208;11209","15265"
"W13026-1","Toile - Dans son Monde : Options d'encadrement - Cadre flottant bois noir;Toile - Dans son Monde : Options d'encadrement - Cadre flottant bois brun;Toile - Dans son Monde : Options d'encadrement - Cadre flottant bois étain;Toile - Dans son Monde : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","11210;11211;11212;11213","15266"
"A95053-1","Toile - Messager : Options d'encadrement - Cadre flottant bois noir;Toile - Messager : Options d'encadrement - Cadre flottant bois brun;Toile - Messager : Options d'encadrement - Cadre flottant bois étain;Toile - Messager : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","11214;11215;11216;11217","15267"
"A16051-1","Toile - Gardiens du Nord : Options d'encadrement - Cadre flottant bois noir;Toile - Gardiens du Nord : Options d'encadrement - Cadre flottant bois brun;Toile - Gardiens du Nord : Options d'encadrement - Cadre flottant bois étain;Toile - Gardiens du Nord : Options d'encadrement - Sans cadre - 16"" x 20"";Toile - Gardiens du Nord : Options d'encadrement - Sans cadre 33"" x 44"";Toile - Gardiens du Nord : Options d'encadrement - Sans cadre - 18"" x 24""","0;0;0;0;0;0","0.00","0.00","11218;11219;11220;11221;11222;11223","15268"
"A13057-1","Toile - Origines : Options d'encadrement - Cadre flottant bois noir;Toile - Origines : Options d'encadrement - Cadre flottant bois brun;Toile - Origines : Options d'encadrement - Cadre flottant bois étain;Toile - Origines : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","11224;11225;11226;11227","15269"
"A13056-1","Toile - Altérité : Options d'encadrement - Cadre flottant bois noir;Toile - Altérité : Options d'encadrement - Cadre flottant bois brun;Toile - Altérité : Options d'encadrement - Cadre flottant bois étain;Toile - Altérité : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","11228;11229;11230;11231","15270"
"A10044-1","Toile - Le Retour : Options d'encadrement - Cadre flottant bois noir;Toile - Le Retour : Options d'encadrement - Cadre flottant bois brun;Toile - Le Retour : Options d'encadrement - Cadre flottant bois étain;Toile - Le Retour : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","11232;11233;11234;11235","15271"
"A16055-1","Toile - Abondance : Options d'encadrement - Cadre flottant bois noir;Toile - Abondance : Options d'encadrement - Cadre flottant bois brun;Toile - Abondance : Options d'encadrement - Cadre flottant bois étain;Toile - Abondance : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","11236;11237;11238;11239","15272"
"A09054-1","Toile - Tranquillité : Options d'encadrement - Cadre flottant bois noir;Toile - Tranquillité : Options d'encadrement - Cadre flottant bois brun;Toile - Tranquillité : Options d'encadrement - Cadre flottant bois étain;Toile - Tranquillité : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","11240;11241;11242;11243","15273"
"A04060-1","Toile - Traversée : Options d'encadrement - Cadre flottant bois noir;Toile - Traversée : Options d'encadrement - Cadre flottant bois brun;Toile - Traversée : Options d'encadrement - Cadre flottant bois étain;Toile - Traversée : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","11244;11245;11246;11247","15274"
"A01003-1","Toile - Fille du Ciel : Options d'encadrement - Cadre flottant bois brun;Toile - Fille du Ciel : Options d'encadrement - Cadre flottant bois noir;Toile - Fille du Ciel : Options d'encadrement - Cadre flottant bois étain;Toile - Fille du Ciel : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","11248;11249;11250;11251","15275"
"W12018-1","Toile - Soirée glissant vers l'automne : Options d'encadrement - Cadre flottant bois noir;Toile - Soirée glissant vers l'automne : Options d'encadrement - Cadre flottant bois brun;Toile - Soirée glissant vers l'automne : Options d'encadrement - Cadre flottant bois étain;Toile - Soirée glissant vers l'automne : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","11252;11253;11254;11255","15276"
"W12016-1","Toile - Retour Chez Soi : Options d'encadrement - Cadre flottant bois noir;Toile - Retour Chez Soi : Options d'encadrement - Cadre flottant bois brun;Toile - Retour Chez Soi : Options d'encadrement - Cadre flottant bois étain;Toile - Retour Chez Soi : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","11256;11257;11258;11259","15277"
"W12005-1","Toile - Gardienne de la terre : Options d'encadrement - Cadre flottant bois noir;Toile - Gardienne de la terre : Options d'encadrement - Cadre flottant bois brun;Toile - Gardienne de la terre : Options d'encadrement - Cadre flottant bois étain;Toile - Gardienne de la terre : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","11260;11261;11262;11263","15278"
"W12014-1","Toile - Portail de Soie : Options d'encadrement - Cadre flottant bois noir;Toile - Portail de Soie : Options d'encadrement - Cadre flottant bois brun;Toile - Portail de Soie : Options d'encadrement - Cadre flottant bois étain;Toile - Portail de Soie : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","11264;11265;11266;11267","15279"
"W12008-1","Toile - Loups d'Hiver : Options d'encadrement - Cadre flottant bois noir;Toile - Loups d'Hiver : Options d'encadrement - Cadre flottant bois brun;Toile - Loups d'Hiver : Options d'encadrement - Cadre flottant bois étain;Toile - Loups d'Hiver : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","11268;11269;11270;11271","15280"
"W12017-1","Toile - Synchronicité : Options d'encadrement - Cadre flottant bois noir;Toile - Synchronicité : Options d'encadrement - Cadre flottant bois brun;Toile - Synchronicité : Options d'encadrement - Cadre flottant bois étain;Toile - Synchronicité : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","11272;11273;11274;11275","15281"
"W13025-1","Toile - Passage : Options d'encadrement - Cadre flottant bois noir;Toile - Passage : Options d'encadrement - Cadre flottant bois brun;Toile - Passage : Options d'encadrement - Cadre flottant bois étain;Toile - Passage : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","11276;11277;11278;11279","15282"
"A04039-1","Toile - Nostalgia : Options d'encadrement - Cadre flottant bois noir;Toile - Nostalgia : Options d'encadrement - Cadre flottant bois brun;Toile - Nostalgia : Options d'encadrement - Cadre flottant bois étain;Toile - Nostalgia : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","11280;11281;11282;11283","15283"
"A04015-1","Toile - Renaissance : Options d'encadrement - Cadre flottant bois noir;Toile - Renaissance : Options d'encadrement - Cadre flottant bois brun;Toile - Renaissance : Options d'encadrement - Cadre flottant bois étain;Toile - Renaissance : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","11284;11285;11286;11287","15284"
"A10004-1","Toile - Fusion entre Terre et Ciel : Options d'encadrement - Cadre flottant bois noir;Toile - Fusion entre Terre et Ciel : Options d'encadrement - Cadre flottant bois brun;Toile - Fusion entre Terre et Ciel : Options d'encadrement - Cadre flottant bois étain;Toile - Fusion entre Terre et Ciel : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","11288;11289;11290;11291","15285"
"A10012-1","Toile - Nos Soeurs du Ciel : Options d'encadrement - Cadre flottant bois noir;Toile - Nos Soeurs du Ciel : Options d'encadrement - Cadre flottant bois brun;Toile - Nos Soeurs du Ciel : Options d'encadrement - Cadre flottant bois étain;Toile - Nos Soeurs du Ciel : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","11292;11293;11294;11295","15286"
"A01034-1","Toile - Chaleur de Terre : Options d'encadrement - Cadre flottant bois noir;Toile - Chaleur de Terre : Options d'encadrement - Cadre flottant bois brun;Toile - Chaleur de Terre : Options d'encadrement - Cadre flottant bois étain;Toile - Chaleur de Terre : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","11296;11297;11298;11299","15287"
"A01036-1","Toile - Le Chant du Tambour : Options d'encadrement - Cadre flottant bois noir;Toile - Le Chant du Tambour : Options d'encadrement - Cadre flottant bois brun;Toile - Le Chant du Tambour : Options d'encadrement - Cadre flottant bois étain;Toile - Le Chant du Tambour : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","11300;11301;11302;11303","15288"
"A01033-1","Toile - Nouveau Feu : Options d'encadrement - Cadre flottant bois noir;Toile - Nouveau Feu : Options d'encadrement - Cadre flottant bois brun;Toile - Nouveau Feu : Options d'encadrement - Cadre flottant bois étain;Toile - Nouveau Feu : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","11304;11305;11306;11307","15289"
"A01032-1","Toile - Sagesse de la Lune : Options d'encadrement - Cadre flottant bois noir;Toile - Sagesse de la Lune : Options d'encadrement - Cadre flottant bois brun;Toile - Sagesse de la Lune : Options d'encadrement - Cadre flottant bois étain;Toile - Sagesse de la Lune : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","11308;11309;11310;11311","15290"
"A01028-1","Toile - Rendre Grâce : Options d'encadrement - Cadre flottant bois noir;Toile - Rendre Grâce : Options d'encadrement - Cadre flottant bois brun;Toile - Rendre Grâce : Options d'encadrement - Cadre flottant bois étain;Toile - Rendre Grâce : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","11312;11313;11314;11315","15291"
"A01030-1","Toile - Lune de l'Aigle : Options d'encadrement - Cadre flottant bois noir;Toile - Lune de l'Aigle : Options d'encadrement - Cadre flottant bois brun;Toile - Lune de l'Aigle : Options d'encadrement - Cadre flottant bois étain;Toile - Lune de l'Aigle : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","11316;11317;11318;11319","15292"
"W13027-2","Édition Ltée - Jeux d'Ombres : Options d'encadrement - Cadre rustique noir 1"";Édition Ltée - Jeux d'Ombres : Options d'encadrement - Cadre rustique brun 1"";Édition Ltée - Jeux d'Ombres : Options d'encadrement - Cadre rustique gris 1"";Édition Ltée - Jeux d'Ombres : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","11320;11321;11322;11323","15293"
"W13026-2","Édition Ltée - Dans son Monde : Options d'encadrement - Cadre rustique noir 1"";Édition Ltée - Dans son Monde : Options d'encadrement - Cadre rustique brun 1"";Édition Ltée - Dans son Monde : Options d'encadrement - Cadre rustique gris 1"";Édition Ltée - Dans son Monde : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","11324;11325;11326;11327","15294"
"A16052-2","Édition Ltée - Zénith : Options d'encadrement - Cadre rustique noir 1"";Édition Ltée - Zénith : Options d'encadrement - Cadre rustique brun 1"";Édition Ltée - Zénith : Options d'encadrement - Cadre rustique gris 1"";Édition Ltée - Zénith : Options d'encadrement - Sans cadre 2.25"" x 13.25"";Édition Ltée - Zénith : Options d'encadrement - Sans cadre 3"" x 18"";Édition Ltée - Zénith : Options d'encadrement - Sans cadre 4.5"" x 13.25""","0;0;0;0;0;0","0.00","0.00","11328;11329;11330;11351;11352;11353","15295"
"A10044-2","Édition Ltée - Le Retour : Options d'encadrement - Cadre rustique noir 1"";Édition Ltée - Le Retour : Options d'encadrement - Cadre rustique brun 1"";Édition Ltée - Le Retour : Options d'encadrement - Cadre rustique gris 1"";Édition Ltée - Le Retour : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","11332;11333;11334;11335","15296"
"A07020-2","Édition Ltée - Voyage vers le Monde du Songe : Options d'encadrement - Cadre rustique noir 1"";Édition Ltée - Voyage vers le Monde du Songe : Options d'encadrement - Cadre rustique brun 1"";Édition Ltée - Voyage vers le Monde du Songe : Options d'encadrement - Cadre rustique gris 1"";Édition Ltée - Voyage vers le Monde du Songe : Options d'encadrement - Sans cadre","0;0;0;0","0.00","0.00","11336;11337;11338;11339","15297"
